id,Text1,Text2,Class
10792,Two hockey players are fighting over a goal using their pucks on ice ground.,the players are flying a plane,Conflict
10793,A woman in a black dress is sitting on stairs.,A woman is sitting on stairs in a sleeveless dress.,Neutral
10794,Swimmer in the water takes time to contemplate the race.,The person is nervous about the race.,Neutral
10795,A girl eats a peach.,A girl is eating fruit.,Duplicate
10796,A girl in a green shirt is playing on a swing.,The girl is at a park playground.,Neutral
10797,A man in blue and black surfs on a huge white wave.,Nobody is surfing,Conflict
10798,A young woman vibrantly frolicking on the coast in San Francisco.,The young ladyis walking down the beach.,Neutral
10799,An african child wearing a red and blue plaid shirt and blue shorts sleeping on a woven rope hammock.,a black child sleeps quietly,Duplicate
10800,A woman wearing sunglasses is laying her head on a backpack like a pillow.,A woman is laying down after a long walk.,Neutral
10801,4 people are standing in front of a red brick building The people are outside..,4 people are standing in front of a red brick building The people are waiting for someone.,Duplicate
10802,A little girl is playing with some leaves outside during autumn.,A boy is playing outside.,Conflict
10803,A man with a dog is seated at the base of a statue.,The man and the dog walked all round the park and stopped for a rest at the statue,Neutral
10804,"Several people stand in line at what appears to be a park for a water fountain , vendor , lavatory or something of the sort.",Several people are waiting for their turn in the bathroom.,Neutral
10805,"A boy in an orange shirt , with a blue bookbag across his shoulder , talks with a man wearing a red kilt and holding bagpipes.",The boy is in second grade.,Neutral
10806,boats out on the water on a foggyday The boats are in the fog..,boats out on the water on a foggyday The boats are on the grand rapids.,Duplicate
10807,Teenagers are looking out the window of a bus.,A woman looks at her baby.,Conflict
10808,A little boy is running on the beach barefoot.,There are people at the beach,Duplicate
10809,Two young friends play by the fence in the garden.,The girls are picking flowers.,Neutral
10810,a young girl sitting on a fence The girl is on a cattle fence..,A man looks through a microscope while another man in the background also looks through a microscope.,Neutral
10811,Three people sit on a bench outside.,The three people are related to each other.,Neutral
10812,A woman is swimming with two small children.,the kids are swimming with their Mom,Neutral
10813,A man who is wearing team attire races on his bike on a road as the background is blurry.,A man is flying on his bike.,Conflict
10814,group of girls having fun together.,A few girls are with each other.,Duplicate
10815,Two female figure skaters are practicing turns.,Two girls skating,Duplicate
10816,Two ladies walking with baby strollers.,Two ladies are walking baby strollers in the park.,Neutral
10817,A young dark-haired girl in a pink and white swimsuit smiles as she lies in three inch deep water.,A young dark-haired girl joyously in a pink and white swimsuit,Neutral
10818,An old man is standing outside an adult store.,An old man stands outside of an adult store.,Duplicate
10819,Two people are looking at an inflatable climbing wall.,The two people are trying to get their other friends to climb the wall.,Neutral
10820,Two girls walking along a creek surrounded by tall grass.,There are two young girls walking along a creek.,Neutral
10821,"A black man with gray hair , a white shirt , and blue trousers is sleeping.",A black man is dreaming while sleeping.,Neutral
10822,A man in a blue bodysuit surfing.,There is a man competing in a surfing competition.,Neutral
10823,An elderly man is cooking hotdogs outside.,An old man is cooking hotdogs inside.,Conflict
10824,Two black men observe crops in a field.,men observing crops they are about to harvest,Neutral
10825,A woman is pouring a drink on a hilltop.,A woman is pouring a drink on a hill.,Duplicate
10826,A man is sitting in a semi truck smiling.,A man is sitting in a truck.,Duplicate
10827,A teal blue house on the corner of a street with a man sitting out front.,The house is large,Neutral
10828,a man and woman are standing while the man takes bite of an ice cream cone.,A man eats a chocolate ice cream cone.,Neutral
10829,Two boys pose for a picture with their rickshaw.,There are two boys cooking.,Conflict
10830,A man in a red and white shirt is sitting on a motorcycle.,A man is sitting on a motorcycle.,Duplicate
10831,A bunch of beer pull tabs at a bar with Christmas lights on the ceiling.,A bunch of beer tabs and Christmans lights are in the trunk of a car.,Conflict
10832,two teams of players playing basketball on a court outside.,Nobody is playing basketball.,Conflict
10833,A person in a harness is hanging above water making a spray with their feet.,"A man is hang gliding above the ocean , pulled by a speedboat.",Neutral
10834,"Four women and one men sitting on some rocks , a wooden house to the left.",5 people sitting on some rocks.,Duplicate
10835,A man jumping up in the snow next to a body of water.,It is very hot.,Conflict
10836,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,A cat walks on a fence.,Conflict
10837,Two people wearing flip-flops and shorts walking down the street.,Two people are on their way to the beach.,Neutral
10838,Three parked taxis with two parked police cars behind them.,The taxis are yellow.,Neutral
10839,A man and woman eat at an outdoor cafe while another person with shopping bags stands nearby.,Two people eat at an outdoor cafe while another person with shopping bags stands nearby.,Duplicate
10840,A girl in a coat and a guy in a flannel shift recline in two chairs smiling at each other.,they are a coupl,Neutral
10841,"Two young teenage girls , both wearing jeans , are holding hands and simultaneously jumping in the air in a grassy area.",Two girls are playing and having fun the grass.,Duplicate
10842,child sitting on a ladies shoulders and clapping her hands.,Two people digging a hole.,Conflict
10843,a group of girls at talent show.,A group of girls perform a dance at their high school talent show.,Neutral
10844,Two dogs looks at each other while standing on the dirt.,The dogs are on dirt.,Duplicate
10845,Black dog running into the water.,The dog is swimming,Neutral
10846,A group of girls stand in a football field and pose for the camera.,A group stands on a football field for a picture.,Duplicate
10847,A woman playing volleyball at the beach.,A woman wearing a bikini at the beach.,Neutral
10848,Two men in red hats prepare meat on a small grill.,Two men are preparing food.,Duplicate
10849,"A line of blue , green , and white booths line the side of a street outside a store with one man sitting in a booth.",The man is waiting for the store to open.,Neutral
10850,Shark attack waiting to happen to little girl with floaties.,A young girl with floaties is on the beach.,Conflict
10851,A young boy in a orange shirt watching something.,The boy is watching tv.,Neutral
10852,A girl on a beach with rainbow flags.,The girl is blonde.,Neutral
10853,Two men fighting in front of an audience.,Two men fighting in front of women.,Neutral
10854,A man coming down the stairs.,A man is walking down the steps from his front porch.,Neutral
10855,A woman chats on the phone while finishing pumping gas.,She is talking on the phone and dancing.,Conflict
10856,A man wearing a blue shirt and glasses.,The man is standing up.,Neutral
10857,People are doing bonding each other.,Some men are having beers in a pub.,Neutral
10858,A man performs bike tricks by a mural.,A man does freestyle bike tricks for tips.,Neutral
10859,A dog running in snow.,A dog is playing with it 's owner is the snow.,Neutral
10860,A football player sits on a counter as a type of official looks down at his knee.,A football player is running into the endzone.,Conflict
10861,A mall security guard holds a vulture puppet on his arm.,Mall guard holding vulture real life bird animal,Conflict
10862,A man is running down a street during a race.,A man is running a marathon on a busy street.,Neutral
10863,a lone skateboarder skating down a rail near some stairs.,Boy riding a moped,Conflict
10864,Two men work on putting together some office decor.,Two men work on putting together some red office decor.,Neutral
10865,Two men are outside and talking to each other.,The men are inside talking about pizza.,Conflict
10866,Four men ride on the back of a dump truck.,The men are on a motorcycle.,Conflict
10867,A boy in a red shirt is sitting in the road with bottle of water.,A boy is standing on a ladder.,Conflict
10868,Two men appear at soccer match as one man holds a yellow flag.,The men are at a basketball game.,Conflict
10869,A small white dog is running across a grassy field.,The dog is running with other dogs.,Neutral
10870,Child swimming underwater with a toy in his hand.,The kid is in the water.,Duplicate
10871,Two skateboarders wearing helmets are going around a turn.,Skateboarders wearing helmets and jeans going around a turn.,Neutral
10872,"Two teams , one wearing blue and white , the other in red and white , are playing football.",There are teams playing football.,Duplicate
10873,A soccer player in blue is striking the ball whilst being pursued by a player in green.,Two people are playing soccer.,Duplicate
10874,"A young guy , probably in his early twenties , shows off his culinary skills with pride.",The guy is over the age of ten.,Duplicate
10875,Women 's volleyball at the Olympics is very intense.,A woman prepares to serve the ball during a women 's volleyball game,Neutral
10876,"A man in a black shirt about to blow out candles on a cake , one of the candles looking like a flare.",A person has a cake.,Duplicate
10877,A large brown dog with a blue collar is resting his chin on a man 's face.,The man owns the dog.,Neutral
10878,Two men in sunglasses are walking down the street.,Two men are walking to work.,Neutral
10879,Two scuba divers are inspecting an underwater plane crash.,two people are in the desert,Conflict
10880,"A young boy slides down a blue slide with his eyes closed while a woman with sunglasses watches , smiling.",The woman was watching the boy on the slide.,Duplicate
10881,Two people wearing helmets riding in a four wheeler along next to the ocean.,Two people are outdoors.,Duplicate
10882,Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,Five men wearing black shorts walking.,Duplicate
10883,a black and white dog jumping into a pool with a lot of tennis balls in it.,There is a dog in the pool.,Duplicate
10884,A gray egret takes flight.,The bird is flying away from a lake.,Neutral
10885,A man with a helmet rides his bike on a bumpy path.,The man is racing cars.,Conflict
10886,Two people looking out the window watching radars.,Two siblings are outdoors looking inside the house.,Conflict
10887,Two men wresting on a mat in front of a crowd and an officiator.,The men are best friends trying to settle a bet of who is better at wrestling.,Neutral
10888,A man in a suit strokes his chin on a deserted street corner.,A business man ponders the meaning of life on a street corner.,Neutral
10889,Two black dogs fetching toys in the snow.,Black dogs play in the snow.,Duplicate
10890,A group of five people are sitting at a table.,There are people sitting,Duplicate
10891,A baseball player reaches the base without being touched by the opposing player.,A person running.,Duplicate
10892,A young girl ascends an indoor climbing wall.,A girl is rock climbing for an event,Neutral
10893,A group of children play together in a fenced yard as an adult watches.,The children are at a party.,Neutral
10894,A couple gazes in awe at a display at a carnival.,A couple is at a Mexican restaurant.,Conflict
10895,A smiling girl plays in the street.,The girl is happy.,Duplicate
10896,A laughing older woman in a light pink shirt sits with three young boys behind her.,A woman is running a marathon.,Conflict
10897,A mother holds her daughter 's hand while looking at toys.,a mother and daughter are looking for a birthday present,Neutral
10898,Bicyclist riding on a dirt race course.,they are men,Neutral
10899,White dog traveling alone down a paved path through some woods.,The small white dog has been lost in the woods for a week but will not give up trying to get home..,Neutral
10900,Two men performing construction work.,The men sat and chatted.,Conflict
10901,A boy wearing red shoes is climbing in a tree.,A boy climbs a tree.,Duplicate
10902,An alpine enthusiast is looking down a trail.,A person is outdoors.,Duplicate
10903,A man in a red shirt is playing a saxophone outside a business.,A man wearing a red shirt is playing a musical instrument.,Duplicate
10904,A person in a red coat plays an electric guitar.,A person wearing green is sitting in a bar.,Conflict
10905,A dark colored man does a head shave for another dark colored man.,The men are sleeping.,Conflict
10906,Smiling young girl of asian descent holding a pink water bottle stands in front of a lake surrounded by a wooden fence.,the girl is sitting,Conflict
10907,A man shooting a bow and arrow at a target.,A person is trying to move a projectile from where he is to another place.,Duplicate
10908,A little girl playing soccer.,A girl gets ready to score the game winning goal in a soccer game.,Neutral
10909,A woman stands at the base of a staircase waist deep in water while two shirtless men are splashing around in the background.,A woman is standing in a flooded area.,Duplicate
10910,2 people riding bikes during a sunset.,The bikes are on the sidewalk.,Neutral
10911,Some people on a pier at night with one girl fishing off it.,People are standing in the desert.,Conflict
10912,The dogs are joined together with a red harness.,Some dogs are harnessed together.,Duplicate
10913,A woman is playing a piano with a landscape painted on it beside a man who is standing and playing a wooden recorder.,A woman is playing a clarinet while a man sings.,Conflict
10914,A little girl leans over to get a closer look at a cow.,The girl is looking at a cow.,Duplicate
10915,A woman in a black top with a shopping bag standing near the train tracks while others read.,Someone is waiting for a train.,Neutral
10916,Here is a little boy whose being very cooperative and sweeping the outside porch area with a large broom on the front porch that has a strong railing.,A boy helping out with chores on the front porch.,Duplicate
10917,Two men in neon yellow vests are planting yellow and red flowers.,Two people wear bright colors and work with plants.,Duplicate
10918,A younger man takes a picture of what an older women stands over.,The woman is dancing around a corpse while a man tosses dollar bills at her.,Conflict
10919,Two policemen are talking to a man who is holding a bottle.,Policemen talking to a man.,Duplicate
10920,a man wearing a yellow shirt standing in the middle of a bunch of garbage and a graffitied wall.,A man just vandalized a wall with spray paint.,Neutral
10921,"A man dressed all in black , standing next to a curb.",The man is waiting for the crossing signal.,Neutral
10922,Two clowns are standing along side a woman.,There are people standing,Duplicate
10923,A man and a woman in colorful costumes are performing a dance at night.,Two women dance in the daytime.,Conflict
10924,A black dog has a blue toy in its mouth.,The white dog has a cat in its mouth.,Conflict
10925,"three men stand on stage in tuxedos , the man on the left can be seen shaking the hand of someone.",a presentation is underway,Neutral
10926,A woman is rollerblading as she hangs out with another woman.,Two women rollerblading together.,Neutral
10927,The curly man wearing gloves is raking the grass.,He is going to make the lawn clean,Neutral
10928,The red skirt of a female dancer swirls while her feet and her male partner 's feet dance on concrete.,Two people are dancing.,Duplicate
10929,A woman in a kimono with a white umbrella stands near a second person.,A woman is dressed in Japanese garb.,Duplicate
10930,A group of women walking by a man on the sidewalk.,A group of women are walking.,Duplicate
10931,A circle of men in black are holding feathered hats and standing behind a red sign.,A group of men are standing.,Duplicate
10932,two young men wearing white robes are performing martial arts.,two men are sleeping,Conflict
10933,Girl holds up a blanket by a washing machine.,Dogs are the best,Conflict
10934,Several large dogs are running through a large grassy area.,Several large dogs are napping on a rug in the sunshine.,Conflict
10935,"A man named Luke , wearing a light blue shirt and a name tag is photographed from overhead as he stands leaning against the bar.",A model is leaning on the bar.,Neutral
10936,"A group of girls and guys hang out , one is making a sad face.",There is only one person in the group.,Conflict
10937,A man standing on the street.,There is a man outside.,Duplicate
10938,A woman in a brown shirt with her hair tied behind her head is looking through a rather large microscope.,A female scientist examines slides under a microscope.,Neutral
10939,Two men are observing a chemical reaction.,Two men watch a chemical reaction.,Duplicate
10940,A man walking on a roof with a kite flying overhead.,A man on a roof flying a kite.,Duplicate
10941,A young male wearing a blue button up shirt is playing on a acoustic guitar.,A man plays a saxophone.,Conflict
10942,A crowd of people fills a square in front of a pagoda.,A crowd of people gathers around a pagoda.,Duplicate
10943,a shite dog in an orange life vest looking at a man in a blue shirt while riding in a boat.,The man is out jogging with his dog.,Conflict
10944,A girl in pink is on the shoulders of a mustached man.,The girl is the man 's granddaughter.,Neutral
10945,"A gentleman in a green shirt , brown pants , black boots pushing a wheelbarrow with his suitcase and some other personal belongings on top of it down a bumpy rock road.",the man is going to meet a friend for a road trip,Neutral
10946,A snowboarder is riding down a ramp amidst snow.,The snowboarder is practicing for the olympics.,Neutral
10947,There is a large building in the background and there are lots of people and some of them are setting up cots with blankets on them.,The blankets are all black.,Neutral
10948,A young boy sits while eating.,A boy sits while eating.,Duplicate
10949,Some men work to paint and a sand a cement area.,There are some men,Duplicate
10950,"A young boy wearing a white shirt with `` Frog ! '' printed in red , turns the pages of a book he is holding.",A young boy is holding a book.,Duplicate
10951,A man in a white t-shirt paddles his canoe across the lake.,A man paddles a boat to his lover..,Neutral
10952,Woman walking on a puddle of water.,A woman with wet Nike sneakers.,Neutral
10953,A brown dog on the grass next to a pond.,A brown dog searching for a ball.,Neutral
10954,A boy is playing cricket.,The boy is being active.,Duplicate
10955,A puppy plays in a field.,A puppy is chasing a butterfly.,Neutral
10956,a man in a wheelchair is being pushing along the beach while two children play in the foreground.,A man is watching his children,Neutral
10957,A black and brown dog swimming in a lake.,Dog sleeping under a tree,Conflict
10958,Two women sit on a couch while one holds a baby and the other is being handed a dog by another woman.,A few women shop at the mall.,Conflict
10959,Several soldiers dressed in green camouflaged uniforms are standing in front of a building.,Lopsided men arm wrestling for Universal Champion as a volcano violently erupts behind them.,Conflict
10960,People are ordering pizza from a pizza store.,People are ordering pizzas at a counter.,Neutral
10961,Guys digging around a tree in the ground.,Guys dig dirt in their yard,Neutral
10962,A band on a big stage plays with a star in the background.,A band playing swing music.,Neutral
10963,A little girl is riding on a brown pony at the farm.,The girl is outside.,Duplicate
10964,Four military servicemen in a boat are attempting to attach a stairway to a larger vessel next to them.,Servicemen in a boat attempt to dock with another vessel,Duplicate
10965,A man in jeans and wearing a backpack carries a white box with handles.,He is wearing clothes.,Duplicate
10966,A girl stands in front of a wall covered in graffiti and several people play soccer.,the girl is watching the game,Neutral
10967,"A young adult male , wearing shorts , a black shirt and a work apron , makes adjustments to a bicycle.",A man is fixing his friends bike.,Neutral
10968,A little girl is swinging in her brightly colored swing outside.,The boy is swinging.,Conflict
10969,Two women wearing green shirts are getting off a tour bus.,Two women are getting on the tour bus,Conflict
10970,A man is riding a horse while the horse in bucking.,Man giving his horse a bath,Conflict
10971,A man with a gold chain looks on in the city and a woman gasps behind him.,A man and a woman.,Duplicate
10972,"A skinny shirtless man wearing sunglasses , a tiger scarf around his neck and a black belt and jeans is hammering on a metal rod.",A skinny shirtless man stands on a street corner.,Conflict
10973,racing vehicle coming around a turn on a track The vehicle is racing..,racing vehicle coming around a turn on a track The vehicle is parked.,Duplicate
10974,"In the kitchen of a fancy restaurant , a fine dish has been prepared by the staff.",A fine Italian dish has been prepared by the staff.,Neutral
10975,A shot of a ski resort next to a mountain.,a beach hotel,Conflict
10976,A man with glasses and a little girl with a life jacket swimming in a pool.,The man and his daughter are watching a parade.,Conflict
10977,Man in a small white boat on a lake.,a man is on a cruise,Conflict
10978,A man wearing headphones and a pinkish shirt looking at his notebook.,A man is wearing a black shirt and listening to music in his car.,Conflict
10979,Two older men are sitting on opposite ends of a bench.,Two older men are sitting.,Duplicate
10980,A referee wearing a black and white uniform watching two hockey players from opposing teams fighting on the ice.,Two hockey players fight over a woman.,Neutral
10981,A woman is grating cheese.,A woman is peeling onions.,Conflict
10982,"Two african americans one female and the other male , the female appears to be topless with jewelry and the male has an orange shirt with tan colored pants they are in the middle of a hot plain area.",Two black people are next to each other in warm weather.,Duplicate
10983,"Adults , and children in school uniforms , move through a flock of pigeons.",adults are singing to the children,Neutral
10984,A little boy wearing swim trunks plays in the ocean.,A little boy has swim trunks.,Duplicate
10985,"Bicyclist riding on a grass field , wearing a red and yellow uniform , shades , and a helmet.",A bicyclist wearing his shades and helmet.,Duplicate
10986,A person does tricks on their bike.,A person is riding a bike.,Duplicate
10987,A black dog jumps into the water to get a Frisbee while a boat sits in the back.,The cat fetches the ball,Conflict
10988,A man wearing suspenders is dancing on stage in front of a musical group.,A man is not wearing suspenders.,Conflict
10989,A person on a yellow snowboard does some tricks in the snow.,A man is playing tennis.,Conflict
10990,"Busy people on the streets of a local market , one lady is checking her bag to grab the money to buy something.",A lady is checking for extra money in her bag.,Neutral
10991,A very bus street is shown with Asian people all around walking and riding bicycles.,The streets are quiet.,Conflict
10992,A girl in a red shirt is in a bowling alley.,A girl in red is skiing,Conflict
10993,A man in a grocery store.,A man is buying groceries.,Neutral
10994,African children sit waving in teal classroom with red benches and tables.,Children are sitting inside.,Duplicate
10995,"A group of people standing on the steps of a church as the bridal party , dressed in blue exits the church.",There are people standing on the steps of a church.,Duplicate
10996,Woman dressed in a green hat and apron is holding a tray full of drink samples.,A Woman in a flower hat is mixing drinks behind a bar.,Conflict
10997,"A player in an orange shirt and shorts waves to the crowd from an athletic field , while cameramen follow a man in a suit across the field.",A man in a suit is being followed.,Duplicate
10998,Four men are eating off of small white plates.,Four men are racing each other.,Conflict
10999,"A group of men haul black trash bags across the beach , nearby a pickup truck and a bulldozer.",Two women are swimming in the ocean.,Neutral
11000,Two identical dogs bound across a lush green meadow.,There are animals outside.,Duplicate
11001,Six children in lacrosse uniforms and helmets run on a field.,The children are playing a game.,Neutral
11002,A man at a gather putting together a balloon animal.,The balloon animal will be given to a child.,Neutral
11003,A older model blue van being driven with a bunch of items strapped on the top of the roof of the van.,A dog chases its own tail.,Conflict
11004,A girl with a backpack runs down the street.,The backpack is open.,Neutral
11005,a costume party where a weird zombie Mohawk guy finds a girl a zombie and his girl at a costume party.,A man is pushing a basket that is full of orange shopping bags.,Duplicate
11006,"An apparent political event is shown with a crowd closeup , focusing on a middle-aged man in a purple shirt , with a person hoisting a platter of canapes to his right and a ' Hillary ' campaign sign to his rear left.",The man is at a political event supporting Hillary.,Duplicate
11007,The men are working on the cement building.,A wolf trying to blow down a cement building.,Conflict
11008,A choir group is gathered together in a church.,The choir group is preparing to sing together.,Duplicate
11009,A man and a little boy in blue life jackets are rowing a yellow canoe.,The canoe is about to be eaten by a sea monster.,Conflict
11010,"Two people ride on a white motorcycle between two rows of parked motorcycles , and the driver smokes a cigarette.",Two people are washing a vehicle.,Conflict
11011,"A man with a hat and long gray beard , wearing cross , is holding a napkin and striped box.",A man with a hat is throwing a napkin and striped box.,Conflict
11012,A man in a blue jersey and orange visor threw a frisbee along a grass hill.,The man is playing frisbee by himself because he is bored.,Neutral
11013,Two men work to fix train tracks.,There are men outdoors.,Duplicate
11014,Five dogs pull a man on a sled through the snow.,Five dogs and a man are sitting on a sofa.,Conflict
11015,Two bicyclists taking a break from a ride at a restaurant.,Two bicyclist having a meal.,Duplicate
11016,"A man dressed in gray gear , including helmet , races a dirt bike on a dirt track.",The man is working.,Neutral
11017,A tan and white dog retrieving a ball on a gravel path.,A dog and his master are playing,Neutral
11018,A man in a blue shirt watches a man in a black shirt and jeans lean against a shovel that 's embedded in a patch of dirt in a garden.,A man watches another man plant in his garden.,Neutral
11019,A girl in a tie dye hat has a butterfly on her hand.,A butterfly on girls hand,Neutral
11020,A man sits on a bucket in the concourse playing a violin.,A man is performing a string instrument.,Duplicate
11021,"A small South American child running on a cobblestone pathway , by a blue wall with a door.",A kid is running outside,Duplicate
11022,"A line of men in yellow uniforms help carry a pipe , while the man carrying the nozzle sprays liquid from the pipe.",A group of men in yellow shirts help carry a pipe while the nozzle sprays liquid.,Neutral
11023,A boy running through green grass.,The boy is playing outside.,Neutral
11024,Children learning about old fashioned guns in a park.,The children are shooting birds.,Conflict
11025,A man standing in a white lab coat with his arm raised.,a man is sitting on a chair.,Conflict
11026,A young woman is standing in a darkly-lit room with two red lamps hanging overhead.,A young woman is considering suicide.,Neutral
11027,"A man is sitting on a motorcycle , license plate number 66197 , and a red helmet is on one of the handlebars.",A man is riding his motorcycle on the highway.,Conflict
11028,A man is pulling a cart covered in chairs.,A worker moves chairs after a large meeting has finished.,Neutral
11029,A man raises his arms in victory of crossing the finish line on his bike.,A man has won a race.,Duplicate
11030,Three well dressed guys enjoying a social event.,The three men are talking together,Neutral
11031,A person wearing a red long-sleeved shirt is lying down on a wall in front of a lamp post in a very unusual manner.,The person is outside.,Duplicate
11032,Trees obscure a building to the right.,There is a building next to the tree.,Duplicate
11033,A girl in a pink rocker outfit singing with 3 other people playing guitar.,The people are performing a concert.,Neutral
11034,A little kid uses a mixer on some eggs with someone else 's help.,A kid mixes eggs for a cake.,Neutral
11035,A woman is playing with a dog and a large rock on the beach.,A woman throws a stick and plays fetch with her dog.,Neutral
11036,A choir is performing a Christmas concert.,A group of people are singing.,Duplicate
11037,A bunch of soccer players jumping to hit the ball.,A bunch of soccer players are near a ball.,Duplicate
11038,A person is riding an orange ATV in a large empty field.,The person is running.,Conflict
11039,a woman in a focus group is caught starring off into space.,a woman is looking at her hand.,Conflict
11040,A man wearing a red jacket stands on the shore of a lake with a yellow kayak.,Billy was standing on the shore.,Neutral
11041,Bored woman riding a subway train.,A female is inside a subway train.,Duplicate
11042,Two workers spread cement onto a brick building.,There are workers spreading cement.,Duplicate
11043,Construction men working on scaffolds.,There are people watching others work,Conflict
11044,Man wearing a gray jacket sitting on a green bench petting a black dog wearing a red collar.,A man is petting a black lab,Neutral
11045,The software testing tool generates test coverage reports to measure test completeness and identify untested code.,The software is being developed without considering data integrity.,Conflict
11046,A person para gliding into the snowy mountains.,A person is outside,Duplicate
11047,It looks as though a soldier is sleeping in a car on his way home after a deployment.,A soldier is on the way to the airport.,Neutral
11048,A male saxophone player belts out a song in the dim light of a local establishment.,A guy plays the sax in a jazz club.,Neutral
11049,People taking pictures of bicyclists biking past.,People are rock climbing,Conflict
11050,A man wearing a white collared shirt with a tie is holding sunglasses and a piece of paper.,A man is holding multiple objects.,Duplicate
11051,"Two men , one black and one white , play their guitars and sing into microphones as they stand outdoors.",Two women watching soap operas.,Conflict
11052,A man wearing sunglasses and long hair is playing a brass instrument.,A woman has sunglasses.,Conflict
11053,"A group of people in a yard , with big white bags being removed or placed in 2 blue vehicles.","Workers at a lawn company , moving grass clippings to blue company carts or the garbage.",Neutral
11054,A man and a woman standing near a desk while another woman sits at the desk looking through a microscope.,Three factory workers assemble a car.,Conflict
11055,A man climbs up an artificial climbing wall.,The girl is climbing the wall.,Conflict
11056,A line of green and red dune buggys on a gravel road near rocks and large pine trees.,A line of yellow and blue dune buggys are on the gravel road.,Conflict
11057,Military men are getting ready for their duties.,Military men are not getting ready for their duties.,Conflict
11058,A girl is playing an electric guitar in front of an amplifier.,The girl is singing with the guitar.,Neutral
11059,Woman standing with a drink in her hand next to a tent.,A woman is sitting down by a tent.,Conflict
11060,Two elderly women are wading through the water in swimsuits and hats.,The women are ice skating.,Conflict
11061,The dog sits by a snowdrift.,A dog playing at the beach.,Conflict
11062,A man and a woman in a furniture store stop to talk to a woman in a white shirt that has a small bird on her left shoulder.,There are at least 3 people in the store.,Duplicate
11063,A man wearing black and white stripes is trying to stop a horse.,The man is asleep in a chair.,Conflict
11064,A tall gray pole behind which a person wearing an orange shirt is perched on the wall and hiding his or her face with one hand.,a gray pole and a partially covered person,Duplicate
11065,A large group of cyclists ride down a city street.,"The street is empty , save for the bikes.",Neutral
11066,A man watching a person diving into a swimming pool.,The dog is swimming laps.,Conflict
11067,A man stirring sauce with a wooden spatula in a steel container on a stove top.,The man is a chef,Neutral
11068,Newlyweds are kissing at the reception on their wedding day.,Newlyweds are kissing at the reception of a cheap motel.,Neutral
11069,"A group of people play a game in the street , passing balloons to one another.",A group of people are playing inside in a home.,Conflict
11070,A man in a plaid shirt is wearing a gray motorcycle helmet.,A man in a plaid shirt is wearing a helmet as he rides his motorcycle.,Neutral
11071,Two youngsters enjoy a day out in sunny Pioneer County.,the people are at the cabin sleeping,Conflict
11072,A woman with curly hair is smiling at an older couple on the sidewalk.,A woman is outside.,Duplicate
11073,The manual is green and blue look for the with stripe.,The manual is black and white.,Conflict
11074,Woman smiling wearing a crop-top shirt with plaid bra and skirt.,The woman is wearing a sweater.,Conflict
11075,A woman in jeans is sitting on the saddle of a horse.,It is the first time for the woman to ride a horse.,Neutral
11076,A tawny cat is playing with a basket while a black dog watches.,An elephant is running madly away from a mouse in the forest.,Conflict
11077,"Two women , one older and one younger , appear to be on board public transportation.",Younger and older adult sisters on board public transportation.,Neutral
11078,The animals look very happy and healthy.,The animals get plenty of exercise and eat a healthy diet.,Neutral
11079,"A female chef examining her freshly baked bread , in what appears to be a kitchen.",The chef is holding a fresh bread in the kitchen.,Duplicate
11080,Women in a sewing factory with red fabric.,Women working in a sewing factory,Neutral
11081,Young women play football on the beach.,Young women enjoying the outdoors.,Duplicate
11082,Two large dogs chase after another dog that has a ball in his mouth and runs from them.,THey are running away from zombies.,Neutral
11083,Two men meditating while sitting cross-legged with a group of people in the background.,People are meditating.,Duplicate
11084,A woman proudly shows off a decorative lamp.,The woman showed her lamp.,Duplicate
11085,two teenage females are posing near a body of water.,THey are outside.,Duplicate
11086,A small child is holding a mop next to a washer and dryer.,A man is standing on top of a washing machine.,Conflict
11087,a black dog enjoys an ice cream cone.,A dog eats an ice cream cone on the patio,Neutral
11088,A girl on a bike stops to look back.,A girl is wearing a bike helmet.,Neutral
11089,The woman walking is wearing a skirt and boots.,A woman in boots is walking.,Duplicate
11090,A parent holds back her son from jumping onto the tracks.,A father grabs his son.,Neutral
11091,Two people are sitting on a bench in front of a building.,The people are sitting in front of the police station.,Neutral
11092,One person wearing a coat and hat sitting in a chair.,A person is walking around,Conflict
11093,A crowd of people holding umbrellas go about their every-day business.,It is raining very lightly.,Neutral
11094,"A child in a coat and hat is standing in a yellow doorway , and a woman in a coat and hat is standing outside , holding a cup.",Some kids are playing inside.,Conflict
11095,A person dressed as Batman poses for a picture.,a person is about to take a shower,Conflict
11096,A man in the blue shirt is taking a photo with a family he met while on vacation.,A man made new family friends.,Neutral
11097,A woman sleeps behind the counter of a shop.,The woman is wide awake.,Conflict
11098,"Two ladies , one dressed in purple and one in blue , are playing London Bridges outside with a group of children.",TWO LADIES ARE BOWLING,Conflict
11099,A woman is looking through a scientific instrument at a small piece of technology.,The woman is a scientist and is looking through a microscope.,Neutral
11100,Three people are pushing rags along a wooden gymnasium floor with their hands like they are cleaning it.,People are hiding the rags under the gymnasium floor because they are too lazy to throw them away.,Conflict
11101,Two white dogs are looking out into the street and are sitting next to a white bicycle.,These pets are good at keeping guard.,Duplicate
11102,"A little boy , who is standing outside in the at night , has snow on his face and he is crying.",The boy got hit by a snowball.,Neutral
